ffff0,1acbbd94-df59-4a27-bd82-1f714c95d400,2020/9/7 13:58:22,,,
ffff1,148fd623-d118-4cbe-8241-d8f0c0bcb387,2020/9/7 13:58:22,,,
ffff2,8e36f930-f5bc-4050-8f60-9d9ecc8cbd27,2020/9/7 13:58:22,,,
ffff3,219cbd3d-cf89-4229-99dd-dc2c00d28d4e,2020/9/7 13:58:22,,,
ffff4,56b98f08-faca-48d1-b1a3-0a447284df86,2020/9/7 13:58:22,,,
ffff5,f24b46b5-c8fc-431e-b9f6-123635a48289,2020/9/7 13:58:22,,,
ffff6,bfbe7f6e-73ad-431d-bb76-b11c6aac0ece,2020/9/7 13:58:22,,,
ffff7,c2e9ee9d-571b-47b7-8d4d-c541df051744,2020/9/7 13:58:22,,,
ffff8,d49f74ca-ada7-4155-87dd-21be11d4c4d2,2020/9/7 13:58:22,,,
ffff9,91f488fc-04ba-42be-a812-7a3f25127072,2020/9/7 13:58:22,,,
ffff10,856be055-b7c4-4a64-b796-0a3086ec3720,2020/9/7 13:58:22,,,
ffff11,421c9855-663b-4188-b38f-5f534d96de6e,2020/9/7 13:58:22,,,
ffff12,80124ca9-eaec-43c6-a23a-5cbaaf2de1cf,2020/9/7 13:58:22,,,
ffff13,e577eb80-141f-4678-9d68-e0de7ba6184c,2020/9/7 13:58:22,,,
ffff14,ba87b3dc-723e-4bb4-a0ff-095518d35cf1,2020/9/7 13:58:22,,,
ffff15,c978573b-08d6-4a4d-9174-3bcca443d469,2020/9/7 13:58:22,,,
ffff16,721e26a0-4971-4e01-b75f-98bc76c38ed0,2020/9/7 13:58:22,,,
ffff17,45182050-0abe-4e23-bbcb-c8e0d97df4fb,2020/9/7 13:58:22,,,
ffff18,568da5b3-4445-4ffb-bb64-3f5f6acdf454,2020/9/7 13:58:22,,,
ffff19,b62744ef-0695-4f33-8e06-26f1a2ca3bd2,2020/9/7 13:58:22,,,
ffff20,41713d4a-abc9-4c24-8ea7-c1385f029588,2020/9/7 13:58:22,,,
ffff21,7f6e6d06-b026-4088-9faf-44e7e7cdbdfb,2020/9/7 13:58:22,,,
ffff22,37440771-14b4-4496-925b-2b7beb627ad5,2020/9/7 13:58:22,,,
ffff23,f8af9842-869f-40db-bce6-2668a6c6f706,2020/9/7 13:58:22,,,
ffff24,4a17a29c-b316-45d5-b63d-114708031641,2020/9/7 13:58:22,,,
ffff25,af88fb48-0f63-40ac-af1b-3edf9510f94f,2020/9/7 13:58:22,,,
ffff26,87c519f2-4e73-4168-b0e6-95fa89842d19,2020/9/7 13:58:22,,,
ffff27,ae03325f-4b62-4779-8a23-1f85bad689b9,2020/9/7 13:58:22,,,
ffff28,12ee9afb-2626-4953-a97d-5f72af34c315,2020/9/7 13:58:22,,,
ffff29,6f4df4de-c790-46ff-a409-c09e4d95cbd5,2020/9/7 13:58:22,,,
ffff30,ce899d26-dde9-45a2-a3bd-4e018412ce5f,2020/9/7 13:58:22,,,
ffff31,0929d50c-fd28-44e0-ac26-f5c540d18904,2020/9/7 13:58:22,,,
ffff32,b981d60b-5e3d-4a7f-8d4e-55ddd0927849,2020/9/7 13:58:22,,,
ffff33,aaea4e72-bdb0-4715-8409-21a0c681e98a,2020/9/7 13:58:22,,,
ffff34,5589c697-4d1d-4a84-9212-76e20437f03b,2020/9/7 13:58:22,,,
ffff35,c7abac69-43fc-4a91-94b4-e2a12bf897e2,2020/9/7 13:58:22,,,
ffff36,c24c3d75-fb46-4a75-90f7-520ffb62396f,2020/9/7 13:58:22,,,
ffff37,fdc0c781-48fc-4795-9f93-8a249f142a90,2020/9/7 13:58:22,,,
ffff38,28d80b13-0fec-4777-9ec8-123d89755d93,2020/9/7 13:58:22,,,
ffff39,8fb5190b-b0a3-4068-9e77-9ce6fc3ccd96,2020/9/7 13:58:22,,,
ffff40,8d130905-c407-4464-894a-4027d6cfaa88,2020/9/7 13:58:22,,,
ffff41,ab04511a-f61c-4dd9-97f2-7710f8d69f1e,2020/9/7 13:58:22,,,
ffff42,6883ec5e-4e94-401f-8394-4094d9af5eb1,2020/9/7 13:58:22,,,
ffff43,e954178c-7b6b-464f-a17e-1926f99c3de8,2020/9/7 13:58:22,,,
ffff44,74d26c87-e61d-43e0-b6d9-f0a8299221b5,2020/9/7 13:58:22,,,
ffff45,c58d5a9c-6373-4750-8dcd-d3522b246b1d,2020/9/7 13:58:22,,,
ffff46,53dab4b2-30ac-4fcb-8af6-1e92e922748e,2020/9/7 13:58:22,,,
ffff47,c658f357-7bcc-43fc-9d35-3168a3a7b303,2020/9/7 13:58:22,,,
ffff48,9fce49e4-4eb1-4963-89fe-9afada1e4277,2020/9/7 13:58:22,,,
ffff49,6352cef0-e004-4052-bc1f-6f09f667493a,2020/9/7 13:58:22,,,
ffff50,730d56b1-ad60-444b-90e7-0f2a6740515b,2020/9/7 13:58:22,,,
ffff51,de2d998b-1712-48c7-8490-1c71854c9322,2020/9/7 13:58:22,,,
ffff52,c0c36f28-58a8-495d-954e-8b1bdb6a400b,2020/9/7 13:58:22,,,
ffff53,48448aad-fab1-4235-8472-8e524582bc6d,2020/9/7 13:58:22,,,
ffff54,276bd054-f7d8-4b31-b263-f071be55e335,2020/9/7 13:58:22,,,
ffff55,d29a2246-3a55-4cc1-a185-3c2102fef943,2020/9/7 13:58:22,,,
ffff56,10bb8e78-cc22-4b33-b5c6-4882e25c1e3f,2020/9/7 13:58:22,,,
ffff57,3f90054f-6a7c-4bfc-a874-0945c8ba934b,2020/9/7 13:58:22,,,
ffff58,1bb7db46-b4a8-43a5-9266-fdfcdfd72df9,2020/9/7 13:58:22,,,
ffff59,03b7fac3-6230-467a-87d0-7849484e84d5,2020/9/7 13:58:22,,,
ffff60,b8e49286-5a37-44a8-a04b-a0d4a8048d35,2020/9/7 13:58:22,,,
ffff61,1bbb3edc-b9e5-4c8c-8535-8599edb2fe76,2020/9/7 13:58:22,,,
ffff62,fd2b8538-6043-47f6-8040-403597b96fd2,2020/9/7 13:58:22,,,
ffff63,2d0caf54-48cc-4772-bbbc-dfee5a5937fe,2020/9/7 13:58:22,,,
ffff64,6a3dd22d-df2b-4db8-89cb-a5a312fc6230,2020/9/7 13:58:22,,,
ffff65,4b28780c-0a7b-4b02-b28c-34b836ab1a39,2020/9/7 13:58:22,,,
ffff66,7a956942-1403-474b-9e9b-62ae7ddf8233,2020/9/7 13:58:22,,,
ffff67,0b816e5e-7503-4882-b8b8-f68e67bdcb64,2020/9/7 13:58:22,,,
ffff68,f1c6a0da-7af8-42a5-a1e9-823d8f2dd218,2020/9/7 13:58:22,,,
ffff69,5bbef6d9-4e86-4d5c-b3fd-e33bbeecc36a,2020/9/7 13:58:22,,,
ffff70,f95931dd-40ec-46bd-9a86-5783236e7b34,2020/9/7 13:58:22,,,
ffff71,76ad47ca-92ea-4aec-91c6-8e0c5797d3ce,2020/9/7 13:58:22,,,
ffff72,e6cae8d9-d2d8-4f07-8015-ff06c073765f,2020/9/7 13:58:22,,,
ffff73,bc8bc318-0a9d-4472-bfad-1fbf140f3ba2,2020/9/7 13:58:22,,,
ffff74,ac4d09a9-777c-4153-b025-0aebf6c63cf0,2020/9/7 13:58:22,,,
ffff75,842c89c3-6422-423a-b98e-f769dbcd03fb,2020/9/7 13:58:22,,,
ffff76,d25c7447-30b5-4745-8b3c-17f46e989d9e,2020/9/7 13:58:22,,,
ffff77,2832f15e-b1fa-4e82-b2ff-cd0f4e12928e,2020/9/7 13:58:22,,,
ffff78,9c2407db-9116-4d39-ba00-dd20398b73ec,2020/9/7 13:58:22,,,
ffff79,8f01951a-d778-43d2-94e1-b6fb4ff219e1,2020/9/7 13:58:22,,,
ffff80,aedecef5-ffa7-4baa-b9af-d8ad1e8f6442,2020/9/7 13:58:22,,,
ffff81,887d61ca-9964-4459-a7a3-745a56f4b6be,2020/9/7 13:58:22,,,
ffff82,99af31d2-6231-47ff-a186-e4a8dc388c76,2020/9/7 13:58:22,,,
ffff83,a51f07d8-0f86-4372-9fa4-89f6e2f385f5,2020/9/7 13:58:22,,,
ffff84,471a1ed5-76b5-441d-8e99-dfbb5edba613,2020/9/7 13:58:22,,,
ffff85,3b954812-2117-46f9-b6ac-a1e0ee159758,2020/9/7 13:58:22,,,
ffff86,b48e8e6e-a57e-44b7-a800-17f2cc1834f0,2020/9/7 13:58:22,,,
ffff87,a0b5e362-90a1-49b9-ba34-b6536b379d4d,2020/9/7 13:58:22,,,
ffff88,9b387edc-b0dc-4b14-8bb6-5f5f076dfcb7,2020/9/7 13:58:22,,,
ffff89,a93c97fe-2349-4b73-affc-8fbdff1e5f2e,2020/9/7 13:58:22,,,
ffff90,08d85d41-9848-4780-83c9-92e003f329a6,2020/9/7 13:58:22,,,
ffff91,f0300d8c-5a81-4097-88a4-ee54cf77448a,2020/9/7 13:58:22,,,
ffff92,c2515e7b-4ba7-43b6-a0a4-fae59d83cdd7,2020/9/7 13:58:22,,,
ffff93,60cc959d-d62a-42f2-ab0f-5379ff700efe,2020/9/7 13:58:22,,,
